Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Atp6ap2	chrX	1	12616571	12616554	12616344	12616764	283.910193831596	70.3226625496426	14827.9210938894	no-junctions	NA	-4662.42115987783	Atp6ap2:chrX:12616344-12616764:1
Atp6ap2	chrX	1	12616871	12616903	12616822	12616984	332.294405993802	27.6273660289542	933.999993828622	no-junctions	NA	-2931.21095691075	Atp6ap2:chrX:12616822-12616984:1
B4gat1	chr19	1	5040943	5040936	5040723	5041131	293.672594482889	71.2979728462224	6776.18509194225	no-junctions	NA	-3829.87404157447	B4gat1:chr19:5040723-5041131:1
Fam180a	chr6	-1	35312928	35312886	35312668	35313108	258.491500999979	74.870258931222	204.944222729934	no-junctions	NA	-1906.36783349754	Fam180a:chr6:35312668-35313108:-1
Eif3f	chr7	1	108941487	108941494	108940725	108941695	307.744310284374	67.3752977017289	40638.7356521195	across-junctions	(108940725,108940779)(108940894,108941006)(108941461,108941695)	-4738.72775715294	Eif3f:chr7:108940725-108941695:1
Zfp30	chr7	1	29794499	29794485	29794239	29794702	286.277174357705	82.7665398464034	1371.00272404231	no-junctions	NA	-3160.77654575966	Zfp30:chr7:29794239-29794702:1
Zfp30	chr7	1	29793813	29793799	29793577	29794021	286.79148276711	74.5854610703449	548.987515821019	no-junctions	NA	-3050.4262865208	Zfp30:chr7:29793577-29794021:1
Cttn	chr7	-1	144435916	144435807	144435733	144436005	191.936278795306	66.7298477202826	4495.12287827038	no-junctions	NA	-3062.86561266656	Cttn:chr7:144435733-144436005:-1
Rab33a	chrX	1	48530053	48530046	48529845	48530232	293.049811188596	67.6918849684202	6297.00138457265	no-junctions	NA	-3238.50564288054	Rab33a:chrX:48529845-48530232:1
Gpkow	chrX	1	7710061	7710067	7709863	7710262	306.065212620172	68.3235517248776	999.204280743874	no-junctions	NA	-2494.97137208644	Gpkow:chrX:7709863-7710262:1
Glod5	chrX	-1	8011965	8011996	8011924	8012068	7797.09313986553	24.4833455067376	473.971023147953	no-junctions	NA	-56630.0723366361	Glod5:chrX:8011924-8012068:-1
Heph	chrX	1	96485328	96485333	96485231	96485435	305.836889820015	34.1017430663881	69407.1371343623	no-junctions	NA	-5683.0165773818	Heph:chrX:96485231-96485435:1
Fgf16	chrX	1	105774748	105774758	105774554	105774939	310.257004917385	68.9589588879175	423.15531409998	no-junctions	NA	-1903.8668696366	Fgf16:chrX:105774554-105774939:1
Hic1	chr11	-1	75164765	75164665	75164565	75164887	200.884089980145	74.9371002511424	308.558762823052	no-junctions	NA	-1966.14451790544	Hic1:chr11:75164565-75164887:-1
Cstf2	chrX	1	134086649	134086636	134086426	134086819	287.702934685872	70.5481871047613	986.374702497149	no-junctions	NA	-2461.0047493963	Cstf2:chrX:134086426-134086819:1
Cstf2	chrX	1	134084274	134084267	134081123	134084495	293.565244789657	76.2883421961504	329.413982911836	across-junctions	(134081123,134081315)(134084232,134084495)	-2843.63773924701	Cstf2:chrX:134081123-134084495:1
Pak3	chrX	1	143797608	143797602	143797392	143797796	294.288319968011	70.34872216459	1599.53045087445	no-junctions	NA	-2591.09739022233	Pak3:chrX:143797392-143797796:1
Pak3	chrX	1	143791643	143791639	143791411	143791867	296.155711010774	76.0461486409969	199.655872888032	no-junctions	NA	-2064.55331310385	Pak3:chrX:143791411-143791867:1
Nlgn3	chrX	1	101323714	101323731	101323530	101323932	317.161920509172	67.0822923910073	903.62960863502	no-junctions	NA	-2896.31020135973	Nlgn3:chrX:101323530-101323932:1
Nlgn3	chrX	1	101325763	101325778	101325589	101325963	315.56199785271	63.9040409249614	733.157647465267	no-junctions	NA	-2298.82466712935	Nlgn3:chrX:101325589-101325963:1
Nlgn3	chrX	1	101321071	101321065	101320813	101321317	294.560418588261	84.1755007981552	614.776338569308	no-junctions	NA	-2402.51267495005	Nlgn3:chrX:101320813-101321317:1
Flna	chrX	-1	74223654	74223551	74223461	74223773	197.067546746576	74.1115385591907	1121.66640699554	no-junctions	NA	-2184.70096809415	Flna:chrX:74223461-74223773:-1
Hccs	chrX	-1	169311716	169311726	169311525	169311927	310.637033584893	67.2810656637875	2326.24702546211	no-junctions	NA	-3607.51774045215	Hccs:chrX:169311525-169311927:-1
Haus7	chrX	-1	73437503	73437396	73437315	73445842	193.72033497968	67.4528993875871	805.887607228265	across-junctions	(73437315,73437564)(73445810,73445842)	-2312.7200022902	Haus7:chrX:73437315-73445842:-1
Gpr17	chr18	-1	31943209	31943115	31942997	31943325	206.832131831568	70.9144177064355	1639.77026589467	no-junctions	NA	-2539.21937112418	Gpr17:chr18:31942997-31943325:-1
Tktl1	chrX	1	74182970	74183000	74182931	74183069	330.57970217475	23.3251553549778	339.260995236269	no-junctions	NA	-2858.769737417	Tktl1:chrX:74182931-74183069:1
Zcchc18	chrX	1	136996190	136996184	136995956	136996412	294.973613244359	76.9517751101474	10600.2608828448	no-junctions	NA	-4742.00891789005	Zcchc18:chrX:136995956-136996412:1
Zcchc18	chrX	1	136995889	136995860	136995776	136995944	271.130216146982	28.4427043532274	715.407992076513	no-junctions	NA	-3637.16970434911	Zcchc18:chrX:136995776-136995944:1
Agpat5	chr8	1	18883239	18883227	18883017	18883437	288.108837774443	70.6446494037398	2188.99084028036	no-junctions	NA	-3159.56061756685	Agpat5:chr8:18883017-18883437:1
Agpat5	chr8	1	18881797	18881813	18878099	18882080	316.994239896688	89.3581485686769	1888.78829618233	across-junctions	(18878099,18878167)(18879605,18879727)(18881738,18882080)	-3423.12277486297	Agpat5:chr8:18878099-18882080:1
Agpat5	chr8	1	18884229	18884224	18884014	18884434	295.99269785822	70.3924730558599	310.228509726434	no-junctions	NA	-2028.27041689038	Agpat5:chr8:18884014-18884434:1
Agpat5	chr8	1	18882318	18882353	18882002	18882704	335.328805395608	117.890999487047	267.763734885356	no-junctions	NA	-2813.69976423613	Agpat5:chr8:18882002-18882704:1
Agpat5	chr8	1	18878010	18870924	18861390	18879708	204.147867822425	119.831315208394	198.729598175538	across-junctions	(18861390,18861545)(18868893,18869007)(18870838,18870926)(18876040,18876129)(18878007,18878167)(18879605,18879708)	-3166.12782989519	Agpat5:chr8:18861390-18879708:1
Adrb3	chr8	-1	27225971	27225866	27225776	27226055	195.144164486628	63.220767646236	403.491556459004	no-junctions	NA	-2094.18402387159	Adrb3:chr8:27225776-27226055:-1
Aga	chr8	1	53523242	53523237	53520337	53523421	295.196210579358	67.9001161474777	1965.87643420752	across-junctions	(53520337,53520343)(53521050,53521182)(53523176,53523421)	-2786.5925716659	Aga:chr8:53520337-53523421:1
Ap3m2	chr8	-1	22787554	22787449	22787354	22787656	195.421747885072	69.349748153929	2636.67457843024	no-junctions	NA	-2701.16204261657	Ap3m2:chr8:22787354-22787656:-1
Tm2d2	chr8	1	25023073	25023070	25022863	25023260	297.322283196009	69.6593369111582	16875.1635722232	no-junctions	NA	-3855.34459530513	Tm2d2:chr8:25022863-25023260:1
Kcnu1	chr8	1	25868797	25868830	25868758	25868902	333.899191625815	24.6093626384258	546.071236119468	no-junctions	NA	-3192.61322085083	Kcnu1:chr8:25868758-25868902:1
Kcnu1	chr8	1	25937747	25937742	25937529	25937939	295.336127564355	71.1728684206895	374.267936621879	no-junctions	NA	-2164.21704500126	Kcnu1:chr8:25937529-25937939:1
Slc7a2	chr8	1	40921873	40921875	40921665	40922085	302.315036521755	70.6070076715764	1354.2971683619	no-junctions	NA	-3056.34379873093	Slc7a2:chr8:40921665-40922085:1
Nr3c2	chr8	1	77244825	77244819	77244597	77245012	294.428998394557	74.8801621271075	1353.01266250602	no-junctions	NA	-2376.17331455568	Nr3c2:chr8:77244597-77245012:1
Pdlim3	chr8	1	45919348	45919326	45919050	45919548	278.668837020428	92.5349037038413	504.24974788033	no-junctions	NA	-2475.31614838708	Pdlim3:chr8:45919050-45919548:1
Adcy7	chr8	1	88329784	88329779	88329578	88329962	295.487106007825	67.0592587394421	259.053324133322	no-junctions	NA	-1672.92427731514	Adcy7:chr8:88329578-88329962:1
Smad1	chr8	-1	79338590	79338491	79338395	79338734	201.555166943039	81.3154843092951	1032.79356140008	no-junctions	NA	-3285.86448508891	Smad1:chr8:79338395-79338734:-1
Smad1	chr8	-1	79338890	79338922	79338832	79339012	332.642362488431	30.8080652553762	256.80076059529	no-junctions	NA	-3012.03136968359	Smad1:chr8:79338832-79339012:-1
Rfx1	chr8	1	84096803	84096803	84096587	84096992	300.595369521037	72.0055390243532	723.660239842309	no-junctions	NA	-2480.27598716119	Rfx1:chr8:84096587-84096992:1
Zfp821	chr8	1	109724758	109724745	109724544	109724932	287.007774642449	67.7710175878821	1956.50502200588	no-junctions	NA	-2740.26260339661	Zfp821:chr8:109724544-109724932:1
Il34	chr8	-1	110742023	110741922	110741829	110742120	199.004933054198	66.2098314297261	3060.64145332645	no-junctions	NA	-3101.13857665738	Il34:chr8:110741829-110742120:-1
Nudt7	chr8	1	114152110	114152112	114151920	114152304	302.48894614688	64.5097217261991	757.585497161115	no-junctions	NA	-2606.30695279586	Nudt7:chr8:114151920-114152304:1
Adgrg1	chr8	1	95014018	95014007	95013806	95014208	289.963189163699	67.1432887346727	8434.63494831259	no-junctions	NA	-3534.54819710932	Adgrg1:chr8:95013806-95014208:1
Pgls	chr8	1	71595183	71596058	71594689	71596280	319.775338964302	74.8152984308408	8360.63648053432	across-junctions	(71594689,71594769)(71595061,71595200)(71596057,71596280)	-4480.32813930699	Pgls:chr8:71594689-71596280:1
6430548M08Rik	chr8	1	120165127	120165116	120164903	120165306	289.852388040282	71.4318785033441	7118.21362544676	no-junctions	NA	-3194.72114128466	6430548M08Rik:chr8:120164903-120165306:1
6430548M08Rik	chr8	1	120162403	120162476	120161894	120163058	373.210045462638	194.225815358385	1383.27058157482	no-junctions	NA	-4668.28385340219	6430548M08Rik:chr8:120161894-120163058:1
6430548M08Rik	chr8	1	120162703	120162738	120162648	120162828	335.622715868195	30.5566629938515	1782.90419457911	no-junctions	NA	-4025.03387054256	6430548M08Rik:chr8:120162648-120162828:1
6430548M08Rik	chr8	1	120163224	120163221	120162993	120163449	297.718294304725	76.4079672104328	392.637841615072	no-junctions	NA	-2741.93273888549	6430548M08Rik:chr8:120162993-120163449:1
Hsbp1	chr8	1	119348722	119348730	119348526	119348922	308.651533421821	68.6854284049843	34147.3736574136	no-junctions	NA	-4217.7263193654	Hsbp1:chr8:119348526-119348922:1
Hsbp1	chr8	1	119348068	119348072	119344957	119348273	304.402741155817	67.6790909896197	34071.8528791539	across-junctions	(119344957,119345001)(119345613,119345732)(119348036,119348273)	-4941.56095887035	Hsbp1:chr8:119344957-119348273:1
Mau2	chr8	-1	70018763	70018768	70018561	70018975	305.458439679793	69.4814913968077	2174.7238799341	no-junctions	NA	-3205.99023590377	Mau2:chr8:70018561-70018975:-1
Ciao2b	chr8	-1	104640037	104639933	104639838	104640971	196.200844228131	67.5201807373628	10844.7233326885	across-junctions	(104639838,104640085)(104640520,104640564)(104640968,104640971)	-3358.72149281884	Ciao2b:chr8:104639838-104640971:-1
Med17	chr9	-1	15262054	15262056	15261840	15262272	302.692903768089	72.3210150386489	1399.08581499476	no-junctions	NA	-2981.53435477603	Med17:chr9:15261840-15262272:-1
Bcar1	chr8	-1	111710673	111710567	111710474	111710780	194.817348442237	71.1776825443642	1838.58533499482	no-junctions	NA	-2646.87028738468	Bcar1:chr8:111710474-111710780:-1
Ccsap	chr8	-1	123841031	123840946	123840831	123841195	215.899601889989	83.7778557043884	7636.82596446338	no-junctions	NA	-3884.43322641324	Ccsap:chr8:123840831-123841195:-1
Egln1	chr8	-1	124908761	124908651	124908587	124908867	190.644403201697	72.9690765733161	2406.2047103003	no-junctions	NA	-2651.26422506641	Egln1:chr8:124908587-124908867:-1
Egln1	chr8	-1	124910403	124910424	124910190	124910658	321.75665093033	78.0955355528628	897.225199580829	no-junctions	NA	-2800.77756287702	Egln1:chr8:124910190-124910658:-1
Sesn3	chr9	1	14332925	14332922	14332736	14333101	297.50617717314	62.0387061468818	4075.73486514638	no-junctions	NA	-3236.53155571576	Sesn3:chr9:14332736-14333101:1
Sesn3	chr9	1	14325935	14325926	14325671	14326181	291.652210467892	85.5100522783384	881.452547900171	no-junctions	NA	-3292.93669153632	Sesn3:chr9:14325671-14326181:1
Clmp	chr9	1	40785107	40785117	40784832	40785319	310.615974696746	95.4836504890238	952.366691677847	no-junctions	NA	-2662.87340628276	Clmp:chr9:40784832-40785319:1
Clmp	chr9	1	40782934	40782924	40782705	40783143	290.089084355397	73.534458552892	506.884479983512	no-junctions	NA	-2750.97546498166	Clmp:chr9:40782705-40783143:1
Rpusd4	chr9	1	35275762	35275773	35275569	35275977	311.602085778944	68.0642191852664	529.616255580728	no-junctions	NA	-2435.4322477149	Rpusd4:chr9:35275569-35275977:1
2310030G06Rik	chr9	-1	50739878	50739767	50739691	50739959	189.481426060436	64.7231789939353	345.193478921663	no-junctions	NA	-1979.94142173983	2310030G06Rik:chr9:50739691-50739959:-1
Apoa1	chr9	1	46230212	46230233	46230044	46230422	321.437399826053	63.5093185221761	182.972589449805	no-junctions	NA	-2744.16437867691	Apoa1:chr9:46230044-46230422:1
Fez1	chr9	1	36878744	36878737	36876326	36878924	293.958704797942	69.6148066508627	19421.1936140656	across-junctions	(36876326,36876361)(36878566,36878924)	-3801.07877139338	Fez1:chr9:36876326-36878924:1
Pin1	chr9	1	20663512	20663500	20663302	20663698	288.388550336048	66.9571557103151	26124.5617575863	no-junctions	NA	-4880.03033084249	Pin1:chr9:20663302-20663698:1
Tmod2	chr9	-1	75565742	75565637	75565621	75565940	195.688768398774	101.755592979341	1705.15930974581	no-junctions	NA	-2974.22340232938	Tmod2:chr9:75565621-75565940:-1
Tmod2	chr9	-1	75581359	75581359	75581158	75581560	300.014853992173	67.9540630428865	558.357933395232	no-junctions	NA	-2538.67124794864	Tmod2:chr9:75581158-75581560:-1
Tmod2	chr9	-1	75574019	75574035	75573312	75577600	316.477429892184	241.787859738152	269.677911615599	across-junctions	(75573312,75574122)(75576646,75576789)(75577109,75577600)	-3261.67220411362	Tmod2:chr9:75573312-75577600:-1
Tmod2	chr9	-1	75573140	75573142	75572155	75576652	302.734895410149	329.828252446339	168.786316740527	across-junctions	(75572155,75574122)(75576646,75576652)	-3249.66382873322	Tmod2:chr9:75572155-75576652:-1
Tmod2	chr9	-1	75566513	75566498	75566234	75566762	285.853765200991	88.6268122234426	212.508980373451	no-junctions	NA	-2785.80207839893	Tmod2:chr9:75566234-75566762:-1
Rsl24d1	chr9	1	73123168	73123174	73123024	73123324	306.734772203481	50.7834503809793	1895.80350766437	no-junctions	NA	-3009.69646528472	Rsl24d1:chr9:73123024-73123324:1
Rsl24d1	chr9	1	73122415	73122440	73122119	73122761	325.351873747657	107.015432944724	356.161025461395	no-junctions	NA	-3095.1903415251	Rsl24d1:chr9:73122119-73122761:1
Rora	chr9	1	69388059	69388051	69387844	69388246	292.27228583226	69.7826439686036	1717.19802466056	no-junctions	NA	-2920.3387250234	Rora:chr9:69387844-69388246:1
Lca5	chr9	-1	83393606	83393612	83393372	83393852	306.35221770107	80.836054402047	453.468035258345	no-junctions	NA	-2660.26800400655	Lca5:chr9:83393372-83393852:-1
Lca5	chr9	-1	83409907	83409912	83409810	83410014	305.155170186139	34.2146992113096	237.373286120578	no-junctions	NA	-2446.67836284428	Lca5:chr9:83409810-83410014:-1
Nhsl1	chr10	1	18533710	18533708	18533516	18533892	298.561991046705	64.0912083795729	518.345363119857	no-junctions	NA	-2376.43438842724	Nhsl1:chr10:18533516-18533892:1
Paqr5	chr9	-1	61956225	61956234	61956036	61961674	309.657017118028	66.5433800365934	311.285139872043	across-junctions	(61956036,61956286)(61961529,61961674)	-2181.70671308998	Paqr5:chr9:61956036-61961674:-1
Man2c1	chr9	1	57142019	57142014	57141639	57142215	295.758339982811	67.3077026774124	1260.5979494928	across-junctions	(57141639,57141711)(57141806,57141914)(57141995,57142215)	-3119.04778942545	Man2c1:chr9:57141639-57142215:1
Stra6	chr9	1	58153807	58153799	58153571	58153996	292.718760914169	76.1382821740521	225.298663279144	no-junctions	NA	-1938.49539885628	Stra6:chr9:58153571-58153996:1
Clstn1	chr4	1	149648717	149648705	149648489	149648899	288.82094973088	72.3929960263432	18540.8295124331	no-junctions	NA	-3560.67207419454	Clstn1:chr4:149648489-149648899:1
Bahd1	chr2	1	118924328	118924331	118924124	118924528	303.751438283626	69.8329075906908	1332.39583507528	no-junctions	NA	-2636.29364569024	Bahd1:chr2:118924124-118924528:1
Dapk2	chr9	1	66271813	66271830	66271593	66272067	317.503760086359	79.3120282604889	365.303825837967	no-junctions	NA	-3193.66688485003	Dapk2:chr9:66271593-66272067:1
Tipin	chr9	1	64304606	64304598	64304376	64304820	292.434093656899	74.9907629754033	3103.85946858909	no-junctions	NA	-4036.70422933814	Tipin:chr9:64304376-64304820:1
Ipo8	chr6	-1	148770862	148770866	148770683	148771058	184.158886384576	64.2753017502441	701.30985503308	no-junctions	NA	-179059.902870377	Ipo8:chr6:148770683-148771058:-1
Atp1b3	chr9	-1	96332876	96332783	96332655	96332990	207.621156821615	69.5446461097444	7373.02178340903	no-junctions	NA	-3973.64328670997	Atp1b3:chr9:96332655-96332990:-1
Atp1b3	chr9	-1	96333228	96333245	96333092	96333398	317.909141928227	51.8124068506284	2865.33007612025	no-junctions	NA	-4221.30518479557	Atp1b3:chr9:96333092-96333398:-1
Dync1li1	chr9	1	114724126	114724123	114723928	114724302	297.819515962493	65.9110144784692	2582.03202172291	no-junctions	NA	-2759.23570850985	Dync1li1:chr9:114723928-114724302:1
Mrps22	chr9	-1	98588913	98588805	98588730	98590124	192.875690386115	70.8890324593728	2969.84562219737	across-junctions	(98588730,98588925)(98590035,98590124)	-2862.98329135379	Mrps22:chr9:98588730-98590124:-1
Zfp704	chr3	-1	9427217	9427103	9427020	9427319	186.295101376851	72.4431659499432	1360.92738591905	no-junctions	NA	-2372.44557092856	Zfp704:chr3:9427020-9427319:-1
Smarcc1	chr9	1	110239979	110239976	110239775	110240177	297.439546723062	67.3335906250083	292.833205400428	no-junctions	NA	-1991.65553148309	Smarcc1:chr9:110239775-110240177:1
Smarcc1	chr9	1	110235082	110235095	110234903	110235287	313.743639549862	64.5755104041111	259.175195402407	no-junctions	NA	-2016.08812217476	Smarcc1:chr9:110234903-110235287:1
Lrrfip2	chr9	1	111224023	111224022	111222209	111224226	299.230159624187	68.5010376808391	1610.8485010282	across-junctions	(111222209,111222236)(111223266,111223369)(111223950,111224226)	-2995.66874286384	Lrrfip2:chr9:111222209-111224226:1
Lrrfip2	chr9	1	111174642	111174664	111174562	111174766	322.629851978732	34.1334690174889	486.062007635878	no-junctions	NA	-2618.88079830134	Lrrfip2:chr9:111174562-111174766:1
Lrrfip2	chr9	1	111225476	111225477	111225282	111225668	301.419156685639	65.8268450967304	361.09324229814	no-junctions	NA	-2510.15256009349	Lrrfip2:chr9:111225282-111225668:1
Cck	chr9	-1	121490026	121489919	121489824	121490123	193.349381577875	68.1075025057063	130665.774674257	no-junctions	NA	-4916.92355120134	Cck:chr9:121489824-121490123:-1
Bfsp2	chr9	-1	103425123	103425025	103424924	103426624	202.313870316198	62.2116421890024	391.933732910043	across-junctions	(103424924,103425143)(103426557,103426624)	-1862.82393069459	Bfsp2:chr9:103424924-103426624:-1
Pik3r4	chr9	1	105687456	105687458	105687266	105687650	302.493982744956	64.865590912887	2305.30740264438	no-junctions	NA	-2780.06799171867	Pik3r4:chr9:105687266-105687650:1
