gene	pas	type	frac.c1	frac.c2
Slc37a3	chr6:39334770:-	3' most exon	0.396	0.396
Mkrn1	chr6:39397804:-	3' most exon	0.813	0.813
Mkrn1	chr6:39400760:-	Intron	0.0973	0.0973
Mkrn1	chr6:39405539:-	Intron	0.0898	0.0898
Dennd2a	chr6:39462374:-	3' most exon	0.859	0.859
Dennd2a	chr6:39462909:-	3' most exon	0.0641	0.0641
Dennd2a	chr6:39463228:-	3' most exon	0.0768	0.0768
Gm16272	chr6:39591681:-	Intron	0.493	0.493
Gm16272	chr6:39584934:-	Intron	0.507	0.507
Braf	chr6:39603237:-	3' most exon	0.456	0.456
Braf	chr6:39603379:-	3' most exon	0.544	0.544
E330009J07Rik	chr6:40401375:-	3' most exon	0.801	0.801
E330009J07Rik	chr6:40405373:-	3' most exon	0.128	0.128
E330009J07Rik	chr6:40408007:-	Intron	0.0712	0.0712
Clec5a	chr6:40576758:-	3' most exon	0.653	0.653
Clec5a	chr6:40577771:-	3' most exon	0.347	0.347
Fam131b	chr6:42315312:-	3' most exon	0.489	0.489
Fam131b	chr6:42317463:-	3' most exon	0.141	0.141
Fam131b	chr6:42317839:-	3' most exon	0.37	0.37
Tcaf2	chr6:42623016:-	3' most exon	0.566	0.566
Tcaf2	chr6:42623765:-	3' most exon	0.434	0.434
Tcaf1	chr6:42667988:-	3' most exon	0.499	0.499
Tcaf1	chr6:42669964:-	3' most exon	0.375	0.375
Tcaf1	chr6:42673270:-	Intron	0.126	0.126
Tpk1	chr6:43343904:-	3' most exon	0.139	0.139
Tpk1	chr6:43345001:-	3' most exon	0.665	0.665
Tpk1	chr6:43590470:-	Intron	0.101	0.101
Tpk1	chr6:43339581:-	3' most exon	0.0954	0.0954
Ezh2	chr6:47530281:-	3' most exon	0.81	0.81
Ezh2	chr6:47587263:-	Intron	0.122	0.122
Ezh2	chr6:47556030:-	Internal exon	0.068	0.068
Pdia4	chr6:47796220:-	3' most exon	0.273	0.273
Pdia4	chr6:47806521:-	Internal exon	0.249	0.249
Pdia4	chr6:47793143:-	3' most exon	0.0827	0.0827
Pdia4	chr6:47796560:-	3' most exon	0.193	0.193
Pdia4	chr6:47796088:-	3' most exon	0.203	0.203
Zfp786	chr6:47815272:-	3' most exon	0.739	0.739
Zfp786	chr6:47819263:-	3' most exon	0.202	0.202
Zfp786	chr6:47819532:-	3' most exon	0.0596	0.0596
Zfp777	chr6:48024203:-	3' most exon	0.351	0.351
Zfp777	chr6:48024339:-	3' most exon	0.649	0.649
Zfp467	chr6:48437565:-	Intron	0.313	0.313
Zfp467	chr6:48436625:-	Intron	0.281	0.281
Zfp467	chr6:48427564:-	3' most exon	0.406	0.406
Igf2bp3	chr6:49087162:-	3' most exon	0.855	0.855
Igf2bp3	chr6:49085196:-	3' most exon	0.145	0.145
Osbpl3	chr6:50293327:-	3' most exon	0.421	0.421
Osbpl3	chr6:50296776:-	3' most exon	0.47	0.47
Osbpl3	chr6:50295773:-	3' most exon	0.109	0.109
4921507P07Rik	chr6:50573302:-	3' most exon	0.405	0.405
4921507P07Rik	chr6:50573649:-	3' most exon	0.595	0.595
Hnrnpa2b1	chr6:51461118:-	3' most exon	0.286	0.286
Hnrnpa2b1	chr6:51462803:-	Intron	0.653	0.653
Hnrnpa2b1	chr6:51462650:-	Intron	0.0607	0.0607
Skap2	chr6:51857422:-	3' most exon	0.409	0.409
Skap2	chr6:51859165:-	3' most exon	0.591	0.591
Jazf1	chr6:52768065:-	3' most exon	0.822	0.822
Jazf1	chr6:52769909:-	3' most exon	0.12	0.12
Jazf1	chr6:52770075:-	3' most exon	0.0579	0.0579
Tril	chr6:53815468:-	3' most exon	0.576	0.576
Tril	chr6:53817168:-	3' most exon	0.335	0.335
Tril	chr6:53816399:-	3' most exon	0.0887	0.0887
9130019P16Rik	chr6:54417386:-	Intron	0.599	0.599
9130019P16Rik	chr6:54407769:-	Intron	0.401	0.401
Scrn1	chr6:54505892:-	3' most exon	0.67	0.67
Scrn1	chr6:54509108:-	3' most exon	0.247	0.247
Scrn1	chr6:54508330:-	3' most exon	0.0838	0.0838
Fkbp14	chr6:54577605:-	3' most exon	0.883	0.883
Fkbp14	chr6:54578781:-	3' most exon	0.117	0.117
Ggct	chr6:54985648:-	3' most exon	0.928	0.928
Ggct	chr6:54985957:-	3' most exon	0.0717	0.0717
Crhr2	chr6:55090048:-	3' most exon	0.805	0.805
Crhr2	chr6:55090384:-	3' most exon	0.195	0.195
Neurod6	chr6:55677822:-	3' most exon	0.758	0.758
Neurod6	chr6:55678276:-	3' most exon	0.242	0.242
Pde1c	chr6:56240421:-	Intron	0.316	0.316
Pde1c	chr6:56069798:-	3' most exon	0.174	0.174
Pde1c	chr6:56100476:-	Intron	0.51	0.51
Kbtbd2	chr6:56777524:-	3' most exon	0.757	0.757
Kbtbd2	chr6:56778625:-	3' most exon	0.243	0.243
Nt5c3	chr6:56882461:-	3' most exon	0.81	0.81
Nt5c3	chr6:56882835:-	3' most exon	0.109	0.109
Nt5c3	chr6:56882726:-	3' most exon	0.0811	0.0811
Vopp1	chr6:57762083:-	Intron	0.303	0.303
Vopp1	chr6:57753891:-	3' most exon	0.137	0.137
Vopp1	chr6:57753163:-	3' most exon	0.186	0.186
Vopp1	chr6:57762260:-	Intron	0.302	0.302
Vopp1	chr6:57754330:-	3' most exon	0.0721	0.0721
Fam13a	chr6:58933538:-	3' most exon	0.872	0.872
Fam13a	chr6:58933900:-	3' most exon	0.128	0.128
Hpgds	chr6:65119036:-	3' most exon	0.218	0.218
Hpgds	chr6:65132105:-	Internal exon	0.378	0.378
Hpgds	chr6:65130705:-	Intron	0.0564	0.0564
Hpgds	chr6:65119391:-	3' most exon	0.208	0.208
Hpgds	chr6:65117293:-	3' most exon	0.139	0.139
Gadd45a	chr6:67035100:-	3' most exon	0.906	0.906
Gadd45a	chr6:67035259:-	3' most exon	0.0937	0.0937
Rmnd5a	chr6:71388639:-	3' most exon	0.354	0.354
Rmnd5a	chr6:71388884:-	3' most exon	0.465	0.465
Rmnd5a	chr6:71413259:-	Internal exon	0.072	0.072
Rmnd5a	chr6:71392695:-	Intron	0.108	0.108
Mrpl35	chr6:71815716:-	3' most exon	0.258	0.258
Mrpl35	chr6:71813082:-	3' most exon	0.111	0.111
Mrpl35	chr6:71815941:-	3' most exon	0.631	0.631
Atoh8	chr6:72206177:-	3' most exon	0.883	0.883
Atoh8	chr6:72206892:-	3' most exon	0.117	0.117
Mat2a	chr6:72432796:-	3' most exon	0.762	0.762
Mat2a	chr6:72433683:-	3' most exon	0.238	0.238
Elmod3	chr6:72565931:-	3' most exon	0.921	0.921
Elmod3	chr6:72568524:-	Intron	0.079	0.079
Tgoln1	chr6:72608486:-	3' most exon	0.29	0.29
Tgoln1	chr6:72610473:-	3' most exon	0.102	0.102
Tgoln1	chr6:72611474:-	3' most exon	0.17	0.17
Tgoln1	chr6:72608818:-	3' most exon	0.166	0.166
Tgoln1	chr6:72608362:-	3' most exon	0.273	0.273
Tcf7l1	chr6:72626375:-	3' most exon	0.747	0.747
Tcf7l1	chr6:72709912:-	Intron	0.165	0.165
Tcf7l1	chr6:72739630:-	Intron	0.0877	0.0877
Kcmf1	chr6:72842509:-	3' most exon	0.941	0.941
Kcmf1	chr6:72841114:-	3' most exon	0.0594	0.0594
Tmsb10	chr6:72957347:-	3' most exon	0.864	0.864
Tmsb10	chr6:72957534:-	3' most exon	0.136	0.136
Mrpl19	chr6:81961495:-	3' most exon	0.569	0.569
Mrpl19	chr6:81959631:-	3' most exon	0.083	0.083
Mrpl19	chr6:81961750:-	3' most exon	0.348	0.348
Pole4	chr6:82646741:-	3' most exon	0.207	0.207
Pole4	chr6:82647344:-	3' most exon	0.233	0.233
Pole4	chr6:82647731:-	3' most exon	0.241	0.241
Pole4	chr6:82647235:-	3' most exon	0.267	0.267
Pole4	chr6:82646910:-	3' most exon	0.0521	0.0521
Dok1	chr6:83030968:-	3' most exon	0.902	0.902
Dok1	chr6:83032339:-	Internal exon	0.0978	0.0978
Ccdc142os	chr6:83106187:-	Single exon	0.0866	0.0866
Ccdc142os	chr6:83106588:-	Single exon	0.815	0.815
Ccdc142os	chr6:83106993:-	3' most exon	0.098	0.098
Mthfd2	chr6:83305754:-	3' most exon	0.65	0.65
Mthfd2	chr6:83306500:-	3' most exon	0.118	0.118
Mthfd2	chr6:83306031:-	3' most exon	0.232	0.232
Tex261	chr6:83768881:-	3' most exon	0.365	0.365
Tex261	chr6:83770751:-	3' most exon	0.567	0.567
Tex261	chr6:83773727:-	Internal exon	0.0677	0.0677
Paip2b	chr6:83806054:-	3' most exon	0.723	0.723
Paip2b	chr6:83808661:-	3' most exon	0.277	0.277
Exoc6b	chr6:84618486:-	3' most exon	0.941	0.941
Exoc6b	chr6:84615328:-	3' most exon	0.0588	0.0588
Sfxn5	chr6:85213051:-	3' most exon	0.852	0.852
Sfxn5	chr6:85299083:-	Intron	0.148	0.148
Dusp11	chr6:85942268:-	3' most exon	0.291	0.291
Dusp11	chr6:85947344:-	3' most exon	0.101	0.101
Dusp11	chr6:85944489:-	3' most exon	0.329	0.329
Dusp11	chr6:85947512:-	3' most exon	0.278	0.278
Pcyox1	chr6:86386657:-	3' most exon	0.813	0.813
Pcyox1	chr6:86387087:-	3' most exon	0.187	0.187
Mxd1	chr6:86647044:-	3' most exon	0.708	0.708
Mxd1	chr6:86648981:-	3' most exon	0.155	0.155
Mxd1	chr6:86649734:-	3' most exon	0.137	0.137
Snrnp27	chr6:86675215:-	3' most exon	0.947	0.947
Snrnp27	chr6:86680940:-	Internal exon	0.0532	0.0532
Gmcl1	chr6:86691768:-	3' most exon	0.536	0.536
Gmcl1	chr6:86692323:-	3' most exon	0.0705	0.0705
Gmcl1	chr6:86692222:-	3' most exon	0.18	0.18
Gmcl1	chr6:86692519:-	3' most exon	0.214	0.214
Anxa4	chr6:86736879:-	3' most exon	0.63	0.63
Anxa4	chr6:86764020:-	Intron	0.193	0.193
Anxa4	chr6:86737632:-	3' most exon	0.177	0.177
Antxr1	chr6:87133853:-	3' most exon	0.946	0.946
Antxr1	chr6:87134628:-	3' most exon	0.0538	0.0538
Gkn3	chr6:87383268:-	3' most exon	0.922	0.922
Gkn3	chr6:87386794:-	Intron	0.0782	0.0782
Aplf	chr6:87629796:-	3' most exon	0.566	0.566
Aplf	chr6:87653686:-	Intron	0.253	0.253
Aplf	chr6:87628425:-	3' most exon	0.181	0.181
Isy1	chr6:87818447:-	3' most exon	0.655	0.655
Isy1	chr6:87814269:-	3' most exon	0.114	0.114
Isy1	chr6:87818785:-	3' most exon	0.231	0.231
Cnbp	chr6:87843119:-	3' most exon	0.721	0.721
Cnbp	chr6:87843242:-	3' most exon	0.279	0.279
Rab7	chr6:87999111:-	3' most exon	0.775	0.775
Rab7	chr6:88000282:-	3' most exon	0.0642	0.0642
Rab7	chr6:87999522:-	3' most exon	0.16	0.16
Eefsec	chr6:88257336:-	3' most exon	0.198	0.198
Eefsec	chr6:88257870:-	3' most exon	0.802	0.802
Kbtbd12	chr6:88612671:-	Intron	0.557	0.557
Kbtbd12	chr6:88613806:-	Intron	0.443	0.443
Plxna1	chr6:89316313:-	3' most exon	0.867	0.867
Plxna1	chr6:89318002:-	3' most exon	0.0597	0.0597
Plxna1	chr6:89318265:-	3' most exon	0.073	0.073
Chchd6	chr6:89383163:-	3' most exon	0.888	0.888
Chchd6	chr6:89419719:-	Intron	0.112	0.112
Cfap100	chr6:90420938:-	Intron	0.741	0.741
Cfap100	chr6:90403736:-	3' most exon	0.123	0.123
Cfap100	chr6:90426484:-	Intron	0.136	0.136
Iqsec1	chr6:90659598:-	3' most exon	0.192	0.192
Iqsec1	chr6:90660380:-	3' most exon	0.808	0.808
Wnt7a	chr6:91363981:-	3' most exon	0.833	0.833
Wnt7a	chr6:91365490:-	3' most exon	0.167	0.167
Chchd4	chr6:91464276:-	3' most exon	0.855	0.855
Chchd4	chr6:91464702:-	3' most exon	0.145	0.145
Xpc	chr6:91489305:-	3' most exon	0.922	0.922
Xpc	chr6:91489759:-	3' most exon	0.0785	0.0785
Mrps25	chr6:92174117:-	3' most exon	0.125	0.125
Mrps25	chr6:92174837:-	3' most exon	0.875	0.875
Rbsn	chr6:92186757:-	3' most exon	0.774	0.774
Rbsn	chr6:92185053:-	3' most exon	0.0502	0.0502
Rbsn	chr6:92187447:-	3' most exon	0.176	0.176
Eogt	chr6:97110026:-	3' most exon	0.78	0.78
Eogt	chr6:97111556:-	3' most exon	0.22	0.22
Tmf1	chr6:97153160:-	3' most exon	0.0746	0.0746
Tmf1	chr6:97154479:-	3' most exon	0.312	0.312
Tmf1	chr6:97151949:-	3' most exon	0.101	0.101
Tmf1	chr6:97155365:-	3' most exon	0.103	0.103
Tmf1	chr6:97153508:-	3' most exon	0.167	0.167
Tmf1	chr6:97156919:-	Internal exon	0.0901	0.0901
Tmf1	chr6:97152995:-	3' most exon	0.083	0.083
Tmf1	chr6:97154273:-	3' most exon	0.0688	0.0688
Uba3	chr6:97183816:-	3' most exon	0.0734	0.0734
Uba3	chr6:97184003:-	3' most exon	0.927	0.927
Frmd4b	chr6:97286867:-	3' most exon	0.734	0.734
Frmd4b	chr6:97287081:-	3' most exon	0.266	0.266
Foxp1	chr6:98925419:-	3' most exon	0.433	0.433
Foxp1	chr6:98926820:-	3' most exon	0.213	0.213
Foxp1	chr6:98928077:-	3' most exon	0.171	0.171
Foxp1	chr6:98930042:-	3' most exon	0.071	0.071
Foxp1	chr6:98927222:-	3' most exon	0.112	0.112
Prok2	chr6:99710872:-	3' most exon	0.12	0.12
Prok2	chr6:99712254:-	3' most exon	0.382	0.382
Prok2	chr6:99711331:-	3' most exon	0.34	0.34
Prok2	chr6:99722308:-	Intron	0.159	0.159
Shq1	chr6:100572544:-	3' most exon	0.191	0.191
Shq1	chr6:100568255:-	3' most exon	0.412	0.412
Shq1	chr6:100573081:-	3' most exon	0.397	0.397
Pdzrn3	chr6:101149656:-	3' most exon	0.753	0.753
Pdzrn3	chr6:101171892:-	Intron	0.138	0.138
Pdzrn3	chr6:101150236:-	3' most exon	0.109	0.109
Cntn3	chr6:102163304:-	3' most exon	0.822	0.822
Cntn3	chr6:102165249:-	3' most exon	0.178	0.178
Gm15631	chr6:105674381:-	3' most exon	0.797	0.797
Gm15631	chr6:105674963:-	3' most exon	0.081	0.081
Gm15631	chr6:105672614:-	3' most exon	0.122	0.122
Crbn	chr6:106778251:-	3' most exon	0.246	0.246
Crbn	chr6:106780203:-	3' most exon	0.552	0.552
Crbn	chr6:106778847:-	3' most exon	0.122	0.122
Crbn	chr6:106780925:-	3' most exon	0.0806	0.0806
Sumf1	chr6:108140373:-	Intron	0.534	0.534
Sumf1	chr6:108107028:-	3' most exon	0.386	0.386
Sumf1	chr6:108107233:-	3' most exon	0.0801	0.0801
0610040F04Rik	chr6:108577038:-	3' most exon	0.502	0.502
0610040F04Rik	chr6:108657986:-	Intron	0.233	0.233
0610040F04Rik	chr6:108658404:-	Intron	0.265	0.265
Gm20387	chr6:110639320:-	Single exon	0.281	0.281
Gm20387	chr6:110641074:-	3' most exon	0.719	0.719
Oxtr	chr6:112473685:-	3' most exon	0.452	0.452
Oxtr	chr6:112475085:-	3' most exon	0.471	0.471
Oxtr	chr6:112475868:-	3' most exon	0.0771	0.0771
Rad18	chr6:112619948:-	3' most exon	0.371	0.371
Rad18	chr6:112609084:-	3' most exon	0.278	0.278
Rad18	chr6:112686716:-	Internal exon	0.0895	0.0895
Rad18	chr6:112626415:-	Intron	0.262	0.262
Lhfpl4	chr6:113168089:-	3' most exon	0.89	0.89
Lhfpl4	chr6:113191558:-	Intron	0.11	0.11
Prrt3	chr6:113493638:-	3' most exon	0.142	0.142
Prrt3	chr6:113496286:-	Intron	0.199	0.199
Prrt3	chr6:113493926:-	3' most exon	0.658	0.658
Atp2b2	chr6:113745673:-	3' most exon	0.864	0.864
Atp2b2	chr6:113743842:-	3' most exon	0.136	0.136
Vgll4	chr6:114859889:-	3' most exon	0.681	0.681
Vgll4	chr6:114968388:-	Intron	0.138	0.138
Vgll4	chr6:114862090:-	3' most exon	0.181	0.181
Tamm41	chr6:115010695:-	Intron	0.827	0.827
Tamm41	chr6:115030463:-	Intron	0.173	0.173
Timp4	chr6:115245613:-	3' most exon	0.0861	0.0861
Timp4	chr6:115245908:-	3' most exon	0.914	0.914
Tmem40	chr6:115729131:-	3' most exon	0.844	0.844
Tmem40	chr6:115731944:-	Intron	0.0978	0.0978
Tmem40	chr6:115729527:-	3' most exon	0.0581	0.0581
Mbd4	chr6:115840701:-	3' most exon	0.545	0.545
Mbd4	chr6:115846912:-	Intron	0.256	0.256
Mbd4	chr6:115842175:-	3' most exon	0.0841	0.0841
Mbd4	chr6:115842500:-	3' most exon	0.114	0.114
Plxnd1	chr6:115954811:-	3' most exon	0.624	0.624
Plxnd1	chr6:115955098:-	3' most exon	0.376	0.376
Tmcc1	chr6:116018623:-	3' most exon	0.477	0.477
Tmcc1	chr6:116021163:-	3' most exon	0.169	0.169
Tmcc1	chr6:116021360:-	3' most exon	0.354	0.354
Zfp422	chr6:116624919:-	3' most exon	0.918	0.918
Zfp422	chr6:116625966:-	3' most exon	0.0816	0.0816
Rassf4	chr6:116632994:-	3' most exon	0.464	0.464
Rassf4	chr6:116634635:-	3' most exon	0.476	0.476
Rassf4	chr6:116632489:-	3' most exon	0.06	0.06
Csgalnact2	chr6:118107452:-	3' most exon	0.934	0.934
Csgalnact2	chr6:118108862:-	3' most exon	0.0657	0.0657
Ret	chr6:118151749:-	3' most exon	0.537	0.537
Ret	chr6:118154602:-	Intron	0.355	0.355
Ret	chr6:118155184:-	Intron	0.108	0.108
Zfp248	chr6:118427407:-	3' most exon	0.0774	0.0774
Zfp248	chr6:118428153:-	3' most exon	0.55	0.55
Zfp248	chr6:118427234:-	3' most exon	0.313	0.313
Zfp248	chr6:118428685:-	3' most exon	0.0592	0.0592
Ankrd26	chr6:118501308:-	3' most exon	0.558	0.558
Ankrd26	chr6:118502506:-	3' most exon	0.0952	0.0952
Ankrd26	chr6:118502793:-	3' most exon	0.0988	0.0988
Ankrd26	chr6:118501408:-	3' most exon	0.248	0.248
Cacna1c	chr6:118592339:-	3' most exon	0.58	0.58
Cacna1c	chr6:118587240:-	3' most exon	0.375	0.375
Cacna1c	chr6:118592225:-	3' most exon	0.0453	0.0453
Wnt5b	chr6:119432533:-	3' most exon	0.648	0.648
Wnt5b	chr6:119437429:-	Intron	0.352	0.352
Erc1	chr6:119570799:-	3' most exon	0.76	0.76
Erc1	chr6:119571848:-	3' most exon	0.24	0.24
Ccdc77	chr6:120324323:-	3' most exon	0.903	0.903
Ccdc77	chr6:120363507:-	Intron	0.0973	0.0973
Bid	chr6:120893033:-	3' most exon	0.223	0.223
Bid	chr6:120893163:-	3' most exon	0.777	0.777
Phc1	chr6:122317783:-	3' most exon	0.577	0.577
Phc1	chr6:122318303:-	3' most exon	0.423	0.423
Rimklb	chr6:122447353:-	3' most exon	0.599	0.599
Rimklb	chr6:122455388:-	3' most exon	0.143	0.143
Rimklb	chr6:122455586:-	3' most exon	0.145	0.145
Rimklb	chr6:122455757:-	3' most exon	0.113	0.113
Apobec1	chr6:122586404:-	Intron	0.83	0.83
Apobec1	chr6:122577797:-	3' most exon	0.17	0.17
C3ar1	chr6:122847129:-	3' most exon	0.26	0.26
C3ar1	chr6:122849597:-	3' most exon	0.52	0.52
C3ar1	chr6:122846433:-	3' most exon	0.0618	0.0618
C3ar1	chr6:122848753:-	3' most exon	0.159	0.159
Clec4e	chr6:123283174:-	3' most exon	0.53	0.53
Clec4e	chr6:123282574:-	3' most exon	0.47	0.47
Ptpn6	chr6:124720717:-	3' most exon	0.919	0.919
Ptpn6	chr6:124721152:-	Internal exon	0.0813	0.0813
Grcc10	chr6:124739214:-	3' most exon	0.484	0.484
Grcc10	chr6:124740317:-	Intron	0.516	0.516
Eno2	chr6:124760055:-	3' most exon	0.192	0.192
Eno2	chr6:124760392:-	3' most exon	0.808	0.808
Cops7a	chr6:124958464:-	3' most exon	0.119	0.119
Cops7a	chr6:124958841:-	Intron	0.881	0.881
Ncapd2	chr6:125168052:-	3' most exon	0.924	0.924
Ncapd2	chr6:125186355:-	Intron	0.0761	0.0761
Tapbpl	chr6:125223932:-	3' most exon	0.872	0.872
Tapbpl	chr6:125223403:-	3' most exon	0.0524	0.0524
Tapbpl	chr6:125228105:-	Internal exon	0.0757	0.0757
Cd9	chr6:125460323:-	3' most exon	0.722	0.722
Cd9	chr6:125460499:-	3' most exon	0.278	0.278
Kcna5	chr6:126532551:-	3' most exon	0.819	0.819
Kcna5	chr6:126532929:-	3' most exon	0.0764	0.0764
Kcna5	chr6:126532778:-	3' most exon	0.104	0.104
Kcna1	chr6:126636471:-	3' most exon	0.938	0.938
Kcna1	chr6:126549322:-	3' most exon	0.0624	0.0624
Rad51ap1	chr6:126923340:-	3' most exon	0.247	0.247
Rad51ap1	chr6:126925800:-	Intron	0.125	0.125
Rad51ap1	chr6:126923463:-	3' most exon	0.628	0.628
Tigar	chr6:127085116:-	3' most exon	0.438	0.438
Tigar	chr6:127087466:-	3' most exon	0.209	0.209
Tigar	chr6:127086084:-	3' most exon	0.177	0.177
Tigar	chr6:127087603:-	3' most exon	0.176	0.176
Ccnd2	chr6:127125162:-	3' most exon	0.341	0.341
Ccnd2	chr6:127148295:-	Intron	0.179	0.179
Ccnd2	chr6:127125768:-	3' most exon	0.302	0.302
Ccnd2	chr6:127130216:-	3' most exon	0.178	0.178
Tspan9	chr6:127961399:-	3' most exon	0.94	0.94
Tspan9	chr6:127963863:-	3' most exon	0.0605	0.0605
Gm10010	chr6:128189022:-	3' most exon	0.476	0.476
Gm10010	chr6:128189474:-	3' most exon	0.524	0.524
Rhno1	chr6:128357071:-	3' most exon	0.0701	0.0701
Rhno1	chr6:128357378:-	3' most exon	0.93	0.93
Itfg2	chr6:128409444:-	3' most exon	0.858	0.858
Itfg2	chr6:128405705:-	3' most exon	0.0842	0.0842
Itfg2	chr6:128411504:-	Intron	0.0576	0.0576
Fkbp4	chr6:128430160:-	3' most exon	0.451	0.451
Fkbp4	chr6:128430682:-	3' most exon	0.428	0.428
Fkbp4	chr6:128430008:-	3' most exon	0.121	0.121
A2ml1	chr6:128539821:-	3' most exon	0.634	0.634
A2ml1	chr6:128540161:-	Intron	0.101	0.101
A2ml1	chr6:128539972:-	3' most exon	0.207	0.207
A2ml1	chr6:128541011:-	Internal exon	0.0575	0.0575
Klrb1a	chr6:128609224:-	3' most exon	0.593	0.593
Klrb1a	chr6:128621888:-	Intron	0.407	0.407
BC035044	chr6:128849090:-	3' most exon	0.904	0.904
BC035044	chr6:128848029:-	3' most exon	0.0957	0.0957
Clec1a	chr6:129426686:-	3' most exon	0.622	0.622
Clec1a	chr6:129424765:-	3' most exon	0.219	0.219
Clec1a	chr6:129423622:-	3' most exon	0.159	0.159
Magohb	chr6:131284418:-	3' most exon	0.453	0.453
Magohb	chr6:131284570:-	3' most exon	0.547	0.547
Lrp6	chr6:134540774:-	Intron	0.333	0.333
Lrp6	chr6:134446482:-	3' most exon	0.115	0.115
Lrp6	chr6:134541414:-	Intron	0.14	0.14
Lrp6	chr6:134541854:-	Internal exon	0.139	0.139
Lrp6	chr6:134446585:-	3' most exon	0.273	0.273
Mansc1	chr6:134609207:-	3' most exon	0.735	0.735
Mansc1	chr6:134605232:-	3' most exon	0.265	0.265
Dusp16	chr6:134715473:-	3' most exon	0.902	0.902
Dusp16	chr6:134717374:-	3' most exon	0.0984	0.0984
Gpr19	chr6:134869157:-	3' most exon	0.944	0.944
Gpr19	chr6:134896698:-	Intron	0.0557	0.0557
Grin2b	chr6:135713223:-	3' most exon	0.857	0.857
Grin2b	chr6:135729640:-	3' most exon	0.143	0.143
Smco3	chr6:136830362:-	3' most exon	0.313	0.313
Smco3	chr6:136830530:-	3' most exon	0.687	0.687
Eps8	chr6:137478183:-	3' most exon	0.212	0.212
Eps8	chr6:137477672:-	3' most exon	0.749	0.749
Eps8	chr6:137478057:-	3' most exon	0.0384	0.0384
Lmo3	chr6:138364475:-	3' most exon	0.469	0.469
Lmo3	chr6:138362918:-	3' most exon	0.195	0.195
Lmo3	chr6:138365594:-	3' most exon	0.254	0.254
Lmo3	chr6:138365723:-	3' most exon	0.0826	0.0826
Slco1a4	chr6:141805445:-	3' most exon	0.701	0.701
Slco1a4	chr6:141806717:-	3' most exon	0.227	0.227
Slco1a4	chr6:141805792:-	3' most exon	0.0717	0.0717
Recql	chr6:142361501:-	Intron	0.334	0.334
Recql	chr6:142356947:-	Intron	0.177	0.177
Recql	chr6:142362121:-	Intron	0.417	0.417
Recql	chr6:142361898:-	Intron	0.072	0.072
Abcc9	chr6:142587895:-	3' most exon	0.841	0.841
Abcc9	chr6:142589131:-	3' most exon	0.159	0.159
St8sia1	chr6:142821541:-	3' most exon	0.794	0.794
St8sia1	chr6:142828229:-	3' most exon	0.206	0.206
C2cd5	chr6:143010927:-	3' most exon	0.938	0.938
C2cd5	chr6:143043908:-	Intron	0.0623	0.0623
Sox5	chr6:143828425:-	3' most exon	0.435	0.435
Sox5	chr6:143832941:-	3' most exon	0.137	0.137
Sox5	chr6:143828714:-	3' most exon	0.315	0.315
Sox5	chr6:143828563:-	3' most exon	0.113	0.113
Bcat1	chr6:144999182:-	3' most exon	0.823	0.823
Bcat1	chr6:144993838:-	3' most exon	0.177	0.177
Kras	chr6:145216703:-	3' most exon	0.423	0.423
Kras	chr6:145232098:-	Internal exon	0.234	0.234
Kras	chr6:145220012:-	3' most exon	0.095	0.095
Kras	chr6:145219468:-	3' most exon	0.248	0.248
Bhlhe41	chr6:145861222:-	3' most exon	0.836	0.836
Bhlhe41	chr6:145860050:-	3' most exon	0.0759	0.0759
Bhlhe41	chr6:145862120:-	3' most exon	0.0878	0.0878
Itpr2	chr6:146111202:-	3' most exon	0.336	0.336
Itpr2	chr6:146108304:-	3' most exon	0.325	0.325
Itpr2	chr6:146463367:-	Intron	0.129	0.129
Itpr2	chr6:146111472:-	3' most exon	0.21	0.21
Ints13	chr6:146549632:-	3' most exon	0.939	0.939
Ints13	chr6:146577196:-	Intron	0.0611	0.0611
Tm7sf3	chr6:146602405:-	3' most exon	0.583	0.583
Tm7sf3	chr6:146603487:-	3' most exon	0.222	0.222
Tm7sf3	chr6:146602270:-	3' most exon	0.195	0.195
Gm6288	chr6:147475367:-	5' most exon	0.57	0.57
Gm6288	chr6:147474461:-	Intron	0.43	0.43
Ergic2	chr6:148180136:-	3' most exon	0.117	0.117
Ergic2	chr6:148181277:-	3' most exon	0.471	0.471
Ergic2	chr6:148181619:-	3' most exon	0.165	0.165
Ergic2	chr6:148181164:-	3' most exon	0.154	0.154
Ergic2	chr6:148179931:-	3' most exon	0.0932	0.0932
Tmtc1	chr6:148232460:-	3' most exon	0.769	0.769
Tmtc1	chr6:148236593:-	3' most exon	0.151	0.151
Tmtc1	chr6:148232345:-	3' most exon	0.0807	0.0807
Dennd5b	chr6:148988071:-	3' most exon	0.598	0.598
Dennd5b	chr6:148989931:-	3' most exon	0.194	0.194
Dennd5b	chr6:148990399:-	3' most exon	0.208	0.208
Myadm	chr7:3299292:+	3' most exon	0.537	0.537
Myadm	chr7:3297532:+	3' most exon	0.0474	0.0474
Myadm	chr7:3299413:+	3' most exon	0.292	0.292
Myadm	chr7:3297417:+	3' most exon	0.124	0.124
Cacng7	chr7:3368221:+	3' most exon	0.566	0.566
Cacng7	chr7:3367103:+	3' most exon	0.29	0.29
Cacng7	chr7:3367593:+	3' most exon	0.0757	0.0757
Cacng7	chr7:3367431:+	3' most exon	0.0688	0.0688
Ndufa3	chr7:3620117:+	3' most exon	0.371	0.371
