Gene_Symbol	Ensemble_ID	Peak_ID	Chromosome	Peak_Start	Peak_End	Strand
Meaf6	ENSMUSG00000028863.13	ENSMUSG00000028863.13_1_1	4	125109507	125109964	+
Meaf6	ENSMUSG00000028863.13	ENSMUSG00000028863.13_1_2	4	125112936	125113171	+
Cd164l2	ENSMUSG00000028865.14	ENSMUSG00000028865.14_1_1	4	133224259	133224520	+
Wasf2	ENSMUSG00000028868.13	ENSMUSG00000028868.13_1_1	4	133199359	133199741	+
Gnl2	ENSMUSG00000028869.13	ENSMUSG00000028869.13_1_1	4	125055175	125055370	+
Rspo1	ENSMUSG00000028871.7	ENSMUSG00000028871.7_1_1	4	125008757	125009079	+
Cdca8	ENSMUSG00000028873.16	ENSMUSG00000028873.16_2_1	4	124918495	124918873	-
Epha10	ENSMUSG00000028876.7	ENSMUSG00000028876.7_2_1	4	124917405	124917781	+
Fam76a	ENSMUSG00000028878.11	ENSMUSG00000028878.11_1_1	4	132900819	132900965	-
Stx12	ENSMUSG00000028879.4	ENSMUSG00000028879.4_1_1	4;4	132854101;132854403	132854402;132854704	-;-
Stx12	ENSMUSG00000028879.4	ENSMUSG00000028879.4_1_2	4	132853595	132853794	-
Ppp1r8	ENSMUSG00000028882.13	ENSMUSG00000028882.13_1_1	4;4	132826924;132827110	132827109;132827322	-;-
Sema3a	ENSMUSG00000028883.17	ENSMUSG00000028883.17_1_1	5	13600692	13600924	+
Sema3a	ENSMUSG00000028883.17	ENSMUSG00000028883.17_1_2	5	13602206	13602531	+
Rpa2	ENSMUSG00000028884.14	ENSMUSG00000028884.14_2_1	4	132778079	132778474	+
Eya3	ENSMUSG00000028886.15	ENSMUSG00000028886.15_1_2	4	132724419	132724755	+
Yrdc	ENSMUSG00000028889.17	ENSMUSG00000028889.17_1_1	4	124854836	124855221	+
Mtf1	ENSMUSG00000028890.13	ENSMUSG00000028890.13_1_1	4	124844476	124844832	+
Mtf1	ENSMUSG00000028890.13	ENSMUSG00000028890.13_1_2	4	124849051	124849347	+
Sesn2	ENSMUSG00000028893.8	ENSMUSG00000028893.8_1_2	4	132492069	132492451	-
Inpp5b	ENSMUSG00000028894.18	ENSMUSG00000028894.18_1_1	4	124801151	124801486	+
Rcc1	ENSMUSG00000028896.13	ENSMUSG00000028896.13_1_1	4	132331946	132332326	-
Taf12	ENSMUSG00000028899.11	ENSMUSG00000028899.11_1_1	4;4	132292657;132292960	132292959;132293288	+;+
Gmeb1	ENSMUSG00000028901.13	ENSMUSG00000028901.13_1_2	4	132223004	132223285	-
Sf3a3	ENSMUSG00000028902.4	ENSMUSG00000028902.4_1_1	4	124732181	124732417	+
Epb41	ENSMUSG00000028906.16	ENSMUSG00000028906.16_1_2	4	131952123	131952548	-
Utp11	ENSMUSG00000028907.7	ENSMUSG00000028907.7_1_1	4;4	124678799;124678881	124678880;124678962	-;-
Utp11	ENSMUSG00000028907.7	ENSMUSG00000028907.7_1_2	4	124678295	124678455	-
Mecr	ENSMUSG00000028910.12	ENSMUSG00000028910.12_1_1	4	131867479	131867760	+
Srsf4	ENSMUSG00000028911.16	ENSMUSG00000028911.16_1_1	4	131901311	131901696	+
Casp9	ENSMUSG00000028914.13	ENSMUSG00000028914.13_1_1	4	141815579	141815968	+
Plekhm2	ENSMUSG00000028917.14	ENSMUSG00000028917.14_1_1	4	141625748	141626142	-
Arhgef19	ENSMUSG00000028919.11	ENSMUSG00000028919.11_1_1	4;4	141256867;141257165	141257164;141257502	+;+
Fbxo42	ENSMUSG00000028920.9	ENSMUSG00000028920.9_1_1	4	141200423	141200740	+
Fbxo42	ENSMUSG00000028920.9	ENSMUSG00000028920.9_1_2	4	141203687	141204030	+
Necap2	ENSMUSG00000028923.14	ENSMUSG00000028923.14_1_1	4	141066537	141066914	-
Padi2	ENSMUSG00000028927.6	ENSMUSG00000028927.6_1_3	4	140952183	140952546	+
Kcnab2	ENSMUSG00000028931.11	ENSMUSG00000028931.11_1_1	4	152390756	152391150	-
Psmc2	ENSMUSG00000028932.7	ENSMUSG00000028932.7_1_1	5	21803226	21803766	+
Xrcc2	ENSMUSG00000028933.11	ENSMUSG00000028933.11_2_1	5	25689845	25690205	-
Rpl22	ENSMUSG00000028936.15	ENSMUSG00000028936.15_1_1	4	152332282	152332463	+
Rpl22	ENSMUSG00000028936.15	ENSMUSG00000028936.15_1_2	4	152333805	152333972	+
Acot7	ENSMUSG00000028937.14	ENSMUSG00000028937.14_1_1	4	152271492	152271845	+
Prkag2	ENSMUSG00000028944.14	ENSMUSG00000028944.14_1_1	5	24863642	24863864	-
Prkag2	ENSMUSG00000028944.14	ENSMUSG00000028944.14_1_2	5	24862758	24863165	-
Rheb	ENSMUSG00000028945.9	ENSMUSG00000028945.9_1_1	5	24803260	24803641	-
Nol9	ENSMUSG00000028948.16	ENSMUSG00000028948.16_1_1	4	152059659	152060034	+
Smarcd3	ENSMUSG00000028949.13	ENSMUSG00000028949.13_1_1	5	24592639	24592802	-
Abcf2	ENSMUSG00000028953.10	ENSMUSG00000028953.10_1_1	5	24565355	24565729	-
Nub1	ENSMUSG00000028954.11	ENSMUSG00000028954.11_1_1	5	24708734	24709183	+
Nub1	ENSMUSG00000028954.11	ENSMUSG00000028954.11_1_2	5	24709519	24709828	+
Vamp3	ENSMUSG00000028955.3	ENSMUSG00000028955.3_1_2	4	151047327	151047679	-
Per3	ENSMUSG00000028957.12	ENSMUSG00000028957.12_1_1	4	151003675	151004044	-
Tmub1	ENSMUSG00000028958.14	ENSMUSG00000028958.14_1_1	5	24445509	24445809	-
Fastk	ENSMUSG00000028959.14	ENSMUSG00000028959.14_1_1	5	24441061	24441566	-
Ube4b	ENSMUSG00000028960.18	ENSMUSG00000028960.18_1_1	4	149329123	149329391	-
Ube4b	ENSMUSG00000028960.18	ENSMUSG00000028960.18_1_2	4	149328444	149328775	-
Pgd	ENSMUSG00000028961.15	ENSMUSG00000028961.15_1_1	4	149149993	149150381	-
Slc4a2	ENSMUSG00000028962.14	ENSMUSG00000028962.14_1_1	5	24440479	24440920	+
Park7	ENSMUSG00000028964.14	ENSMUSG00000028964.14_1_1	4	150897151	150897463	-
Errfi1	ENSMUSG00000028967.10	ENSMUSG00000028967.10_1_1	4	150868505	150868863	+
Cdk5	ENSMUSG00000028969.10	ENSMUSG00000028969.10_1_1	5	24419194	24419442	-
Cdk5	ENSMUSG00000028969.10	ENSMUSG00000028969.10_1_2	5	24418302	24418550	-
Cort	ENSMUSG00000028971.4	ENSMUSG00000028971.4_1_1	4;4	149125079;149125314	149125313;149125458	-;-
Abcb8	ENSMUSG00000028973.18	ENSMUSG00000028973.18_1_1	5	24409556	24409958	+
Dffa	ENSMUSG00000028974.13	ENSMUSG00000028974.13_2_1	4	149120256	149120629	+
Pex14	ENSMUSG00000028975.16	ENSMUSG00000028975.16_1_1	4	148960538	148960901	-
Slc2a5	ENSMUSG00000028976.10	ENSMUSG00000028976.10_1_1	4	150143412	150143781	+
Slc25a33	ENSMUSG00000028982.9	ENSMUSG00000028982.9_1_1	4	149744493	149744895	-
Slc25a33	ENSMUSG00000028982.9	ENSMUSG00000028982.9_1_2	4	149744192	149744334	-
Ctnnbip1	ENSMUSG00000028988.13	ENSMUSG00000028988.13_1_1	4;4	149564234;149564457	149564456;149564751	+;+
Ctnnbip1	ENSMUSG00000028988.13	ENSMUSG00000028988.13_1_2	4	149566089	149566396	+
Mtor	ENSMUSG00000028991.15	ENSMUSG00000028991.15_1_1	4	148454593	148454947	+
Mtor	ENSMUSG00000028991.15	ENSMUSG00000028991.15_2_1	4	148557291	148557669	+
Nmnat1	ENSMUSG00000028992.13	ENSMUSG00000028992.13_1_2	4	149467597	149467945	-
Fam126a	ENSMUSG00000028995.14	ENSMUSG00000028995.14_2_2	5	23960952	23961341	-
Rbp7	ENSMUSG00000028996.9	ENSMUSG00000028996.9_1_1	4	149449714	149449897	-
Tomm7	ENSMUSG00000028998.6	ENSMUSG00000028998.6_1_1	5	23839657	23839824	-
Rint1	ENSMUSG00000028999.15	ENSMUSG00000028999.15_1_1	5	23788203	23788489	+
Rint1	ENSMUSG00000028999.15	ENSMUSG00000028999.15_2_1	5	23793587	23793882	+
Rint1	ENSMUSG00000028999.15	ENSMUSG00000028999.15_3_1	5	23819476	23819808	+
Rint1	ENSMUSG00000028999.15	ENSMUSG00000028999.15_3_2	5	23820023	23820308	+
Fbxo44	ENSMUSG00000029001.15	ENSMUSG00000029001.15_2_1	4	148152814	148153194	-
Mad2l2	ENSMUSG00000029003.11	ENSMUSG00000029003.11_1_1	4	148145387	148145675	+
Kmt2e	ENSMUSG00000029004.15	ENSMUSG00000029004.15_1_1	5	23503463	23503827	+
Agtrap	ENSMUSG00000029007.8	ENSMUSG00000029007.8_1_1	4;4	148079955;148080292	148080291;148080552	-;-
Agtrap	ENSMUSG00000029007.8	ENSMUSG00000029007.8_1_2	4	148077670	148077838	-
Agtrap	ENSMUSG00000029007.8	ENSMUSG00000029007.8_1_3	4	148077120	148077390	-
Mthfr	ENSMUSG00000029009.17	ENSMUSG00000029009.17_1_2	4	148059140	148059551	+
Orc5	ENSMUSG00000029012.11	ENSMUSG00000029012.11_1_1	5	22486497	22486874	-
Dnajc2	ENSMUSG00000029014.14	ENSMUSG00000029014.14_1_1	5;5	21774608;21774825	21774824;21775048	-;-
Dnajc2	ENSMUSG00000029014.14	ENSMUSG00000029014.14_2_1	5	21757287	21757398	-
Clcn6	ENSMUSG00000029016.13	ENSMUSG00000029016.13_1_1	4	148004275	148004665	-
Pmpcb	ENSMUSG00000029017.13	ENSMUSG00000029017.13_1_1	5	21756435	21757143	+
Mfn2	ENSMUSG00000029020.13	ENSMUSG00000029020.13_2_1	4	147873609	147873979	-
Miip	ENSMUSG00000029022.18	ENSMUSG00000029022.18_1_1	4	147860808	147861061	-
Lrrc47	ENSMUSG00000029028.14	ENSMUSG00000029028.14_1_1	4	154021134	154021510	+
Wrap73	ENSMUSG00000029029.14	ENSMUSG00000029029.14_1_1	4	154156543	154156805	+
Tprgl	ENSMUSG00000029030.14	ENSMUSG00000029030.14_1_1	4	154157507	154157878	-
Arhgef16	ENSMUSG00000029032.12	ENSMUSG00000029032.12_1_1	4	154278514	154278896	-
Acap3	ENSMUSG00000029033.16	ENSMUSG00000029033.16_1_1	4	155906462	155906676	+
Acap3	ENSMUSG00000029033.16	ENSMUSG00000029033.16_1_2	4	155906854	155907233	+
Ints11	ENSMUSG00000029034.9	ENSMUSG00000029034.9_1_1	4	155888320	155889041	+
Atad3a	ENSMUSG00000029036.18	ENSMUSG00000029036.18_1_1	4	155740662	155741040	-
Ssu72	ENSMUSG00000029038.9	ENSMUSG00000029038.9_1_1	4	155731958	155732122	+
Pex10	ENSMUSG00000029047.13	ENSMUSG00000029047.13_1_1	4	155071966	155072335	+
Rer1	ENSMUSG00000029048.3	ENSMUSG00000029048.3_1_1	4	155074830	155075022	-
Rer1	ENSMUSG00000029048.3	ENSMUSG00000029048.3_1_2	4;4	155074187;155074431	155074430;155074720	-;-
Ski	ENSMUSG00000029050.15	ENSMUSG00000029050.15_1_1	4	155155521	155155860	-
Ski	ENSMUSG00000029050.15	ENSMUSG00000029050.15_1_2	4;4	155154180;155154321	155154320;155154524	-;-
Prkcz	ENSMUSG00000029053.16	ENSMUSG00000029053.16_2_1	4	155262095	155262460	-
Prkcz	ENSMUSG00000029053.16	ENSMUSG00000029053.16_2_2	4	155260173	155260457	-
Gabrd	ENSMUSG00000029054.8	ENSMUSG00000029054.8_1_1	4	155384992	155385373	-
Plch2	ENSMUSG00000029055.17	ENSMUSG00000029055.17_3_1	4;4	154983140;154983447	154983446;154983695	-;-
Pank4	ENSMUSG00000029056.13	ENSMUSG00000029056.13_1_1	4	154980538	154980922	+
Fam213b	ENSMUSG00000029059.9	ENSMUSG00000029059.9_1_1	4	154896436	154896578	-
Mib2	ENSMUSG00000029060.17	ENSMUSG00000029060.17_1_1	4;4	155654688;155655014	155655013;155655270	-;-
Cdk11b	ENSMUSG00000029062.14	ENSMUSG00000029062.14_1_1	4	155649458	155649942	+
Nadk	ENSMUSG00000029063.16	ENSMUSG00000029063.16_1_1	4	155589657	155589729	+
Nadk	ENSMUSG00000029063.16	ENSMUSG00000029063.16_1_2	4	155590619	155590986	+
Gnb1	ENSMUSG00000029064.15	ENSMUSG00000029064.15_2_2	4;4	155558879;155558972	155558971;155559263	+;+
Mrpl20	ENSMUSG00000029066.12	ENSMUSG00000029066.12_2_1	4	155808505	155808815	+
Ccnl2	ENSMUSG00000029068.16	ENSMUSG00000029068.16_1_1	4	155823898	155824335	+
Dvl1	ENSMUSG00000029071.16	ENSMUSG00000029071.16_1_1	4	155858916	155859285	+
Cptp	ENSMUSG00000029073.9	ENSMUSG00000029073.9_1_1	4	155865283	155865645	-
Sdf4	ENSMUSG00000029076.14	ENSMUSG00000029076.14_2_1	4	156009817	156010200	+
Sdf4	ENSMUSG00000029076.14	ENSMUSG00000029076.14_2_2	4	156013349	156013511	+
Cd38	ENSMUSG00000029084.5	ENSMUSG00000029084.5_1_1	5	43911794	43912153	+
Prom1	ENSMUSG00000029086.15	ENSMUSG00000029086.15_3_1	5	43993638	43993992	-
Kcnip4	ENSMUSG00000029088.16	ENSMUSG00000029088.16_1_1	5	48389521	48389892	-
Pacrgl	ENSMUSG00000029089.8	ENSMUSG00000029089.8_1_1	5	48388143	48388289	+
Pacrgl	ENSMUSG00000029089.8	ENSMUSG00000029089.8_1_2	5	48388441	48388805	+
Adgra3	ENSMUSG00000029090.12	ENSMUSG00000029090.12_1_1	5	49959970	49960325	-
Sorcs2	ENSMUSG00000029093.14	ENSMUSG00000029093.14_2_1	5	36017197	36017567	-
Afap1	ENSMUSG00000029094.12	ENSMUSG00000029094.12_1_2	5	36003533	36003918	+
Ablim2	ENSMUSG00000029095.17	ENSMUSG00000029095.17_3_1	5;5	35883804;35884100	35884099;35884381	+;+
Ablim2	ENSMUSG00000029095.17	ENSMUSG00000029095.17_3_2	5	35884608	35884945	+
Htra3	ENSMUSG00000029096.15	ENSMUSG00000029096.15_2_1	5	35652076	35652405	-
Acox3	ENSMUSG00000029098.17	ENSMUSG00000029098.17_2_1	5	35613384	35613794	+
Rgs12	ENSMUSG00000029101.16	ENSMUSG00000029101.16_1_1	5	35033053	35033442	+
Lrpap1	ENSMUSG00000029103.16	ENSMUSG00000029103.16_1_1	5	35093006	35093346	-
Lrpap1	ENSMUSG00000029103.16	ENSMUSG00000029103.16_1_2	5	35091554	35091841	-
Htt	ENSMUSG00000029104.15	ENSMUSG00000029104.15_1_3	5	34912176	34912500	+
Add1	ENSMUSG00000029106.14	ENSMUSG00000029106.14_2_1	5	34631902	34632295	+
Pcdh7	ENSMUSG00000029108.14	ENSMUSG00000029108.14_4_2	5	58132863	58133212	+
Rnf4	ENSMUSG00000029110.13	ENSMUSG00000029110.13_1_1	5	34353052	34353420	+
Nelfa	ENSMUSG00000029111.7	ENSMUSG00000029111.7_1_1	5	33898040	33898788	-
Ppp2r2c	ENSMUSG00000029120.10	ENSMUSG00000029120.10_2_1	5	36954697	36955062	+
Crmp1	ENSMUSG00000029121.16	ENSMUSG00000029121.16_1_1	5	37291741	37292123	+
Evc	ENSMUSG00000029122.11	ENSMUSG00000029122.11_3_1	5	37299182	37299559	-
Stx18	ENSMUSG00000029125.14	ENSMUSG00000029125.14_1_1	5	38136437	38136794	+
Stx18	ENSMUSG00000029125.14	ENSMUSG00000029125.14_1_2	5;5	38137520;38137675	38137674;38137833	+;+
Nsg1	ENSMUSG00000029126.7	ENSMUSG00000029126.7_1_1	5	38137676	38138043	-
Nsg1	ENSMUSG00000029126.7	ENSMUSG00000029126.7_1_2	5	38137264	38137501	-
Zbtb49	ENSMUSG00000029127.15	ENSMUSG00000029127.15_3_1	5	38200199	38200556	-
Rab28	ENSMUSG00000029128.12	ENSMUSG00000029128.12_1_1	5	41624994	41625370	-
Rnf32	ENSMUSG00000029130.12	ENSMUSG00000029130.12_1_1	5	29225085	29225499	+
Dnajb6	ENSMUSG00000029131.14	ENSMUSG00000029131.14_2_1	5	29766699	29767072	+
Dnajb6	ENSMUSG00000029131.14	ENSMUSG00000029131.14_4_1	5	29786003	29786406	+
Fosl2	ENSMUSG00000029135.10	ENSMUSG00000029135.10_1_1	5	32157400	32157817	+
Rbks	ENSMUSG00000029136.9	ENSMUSG00000029136.9_1_1	5	31624473	31624630	-
Slc4a1ap	ENSMUSG00000029141.16	ENSMUSG00000029141.16_2_1	5	31553767	31554021	+
Eif2b4	ENSMUSG00000029145.12	ENSMUSG00000029145.12_3_1	5	31187584	31188057	-
Ppm1g	ENSMUSG00000029147.11	ENSMUSG00000029147.11_2_1	5	31202687	31203065	-
Nrbp1	ENSMUSG00000029148.15	ENSMUSG00000029148.15_1_1	5	31251164	31251545	+
Slc30a3	ENSMUSG00000029151.14	ENSMUSG00000029151.14_2_1	5	31086120	31086500	-
Ociad1	ENSMUSG00000029152.13	ENSMUSG00000029152.13_2_1	5	73313543	73313957	+
Ociad2	ENSMUSG00000029153.11	ENSMUSG00000029153.11_1_1	5	73323688	73323824	-
Ociad2	ENSMUSG00000029153.11	ENSMUSG00000029153.11_1_2	5	73322249	73322510	-
Sgcb	ENSMUSG00000029156.11	ENSMUSG00000029156.11_1_1	5	73635289	73635538	-
Sgcb	ENSMUSG00000029156.11	ENSMUSG00000029156.11_1_2	5	73633656	73633953	-
Sgcb	ENSMUSG00000029156.11	ENSMUSG00000029156.11_1_3	5	73632793	73633088	-
Cgref1	ENSMUSG00000029161.7	ENSMUSG00000029161.7_1_1	5	30933161	30933550	-
Khk	ENSMUSG00000029162.15	ENSMUSG00000029162.15_1_1	5	30930768	30931231	+
Emilin1	ENSMUSG00000029163.9	ENSMUSG00000029163.9_1_1	5	30920877	30921237	+
Agbl5	ENSMUSG00000029165.17	ENSMUSG00000029165.17_4_1	5	30906290	30906834	+
Mapre3	ENSMUSG00000029166.14	ENSMUSG00000029166.14_1_1	5	30865658	30865995	+
Ppargc1a	ENSMUSG00000029167.13	ENSMUSG00000029167.13_1_2	5	51455465	51455687	-
Ppargc1a	ENSMUSG00000029167.13	ENSMUSG00000029167.13_1_3	5	51454279	51454624	-
Dpysl5	ENSMUSG00000029168.14	ENSMUSG00000029168.14_2_1	5;5	30798672;30798976	30798975;30799362	+;+
Dhx15	ENSMUSG00000029169.11	ENSMUSG00000029169.11_2_1	5	52150223	52150615	-
Pgm1	ENSMUSG00000029171.12	ENSMUSG00000029171.12_1_1	5	64127812	64128346	+
Sepsecs	ENSMUSG00000029173.12	ENSMUSG00000029173.12_1_5	5	52640157	52640500	-
Tbc1d1	ENSMUSG00000029174.18	ENSMUSG00000029174.18_1_1	5	64351100	64351461	+
Slc35f6	ENSMUSG00000029175.17	ENSMUSG00000029175.17_2_2	5	30659337	30659623	+
Anapc4	ENSMUSG00000029176.13	ENSMUSG00000029176.13_1_1	5	52866423	52866732	+
Cenpa	ENSMUSG00000029177.9	ENSMUSG00000029177.9_2_1	5	30674068	30674372	+
Klf3	ENSMUSG00000029178.14	ENSMUSG00000029178.14_1_1	5	64829283	64829459	+
Klf3	ENSMUSG00000029178.14	ENSMUSG00000029178.14_1_2	5	64832517	64832892	+
Zcchc4	ENSMUSG00000029179.14	ENSMUSG00000029179.14_2_1	5	52824235	52824672	+
Pi4k2b	ENSMUSG00000029186.12	ENSMUSG00000029186.12_1_1	5	52768963	52769309	+
Sel1l3	ENSMUSG00000029189.10	ENSMUSG00000029189.10_1_1	5	53107115	53107489	-
AC167815.1	ENSMUSG00000029190.19	ENSMUSG00000029190.19_1_3	5	36671447	36671755	-
AC167815.1	ENSMUSG00000029190.19	ENSMUSG00000029190.19_2_1	5	36600511	36600956	-
Rfc1	ENSMUSG00000029191.16	ENSMUSG00000029191.16_1_1	5	65262661	65262929	-
Rfc1	ENSMUSG00000029191.16	ENSMUSG00000029191.16_1_2	5	65261872	65262226	-
Tbc1d14	ENSMUSG00000029192.17	ENSMUSG00000029192.17_1_1	5	36490621	36491002	-
Tada2b	ENSMUSG00000029196.9	ENSMUSG00000029196.9_1_1	5	36473707	36474083	-
Grpel1	ENSMUSG00000029198.3	ENSMUSG00000029198.3_1_1	5	36471303	36471688	+
Lias	ENSMUSG00000029199.11	ENSMUSG00000029199.11_1_1	5	65408763	65409153	+
Ugdh	ENSMUSG00000029201.14	ENSMUSG00000029201.14_1_1	5	65413239	65413621	-
Pds5a	ENSMUSG00000029202.12	ENSMUSG00000029202.12_1_1	5	65609214	65609314	-
Pds5a	ENSMUSG00000029202.12	ENSMUSG00000029202.12_1_2	5	65607798	65608160	-
Ube2k	ENSMUSG00000029203.16	ENSMUSG00000029203.16_1_1	5	65594888	65595113	+
Ube2k	ENSMUSG00000029203.16	ENSMUSG00000029203.16_1_2	5	65595434	65595677	+
Ube2k	ENSMUSG00000029203.16	ENSMUSG00000029203.16_1_3	5	65598707	65598847	+
Apbb2	ENSMUSG00000029207.16	ENSMUSG00000029207.16_1_3	5	66298762	66299140	-
Guf1	ENSMUSG00000029208.16	ENSMUSG00000029208.16_1_1	5	69572813	69573021	+
Gnpda2	ENSMUSG00000029209.15	ENSMUSG00000029209.15_2_1	5	69575023	69575459	-
Gabrb1	ENSMUSG00000029212.11	ENSMUSG00000029212.11_1_2	5	72138042	72138298	+
Gabrb1	ENSMUSG00000029212.11	ENSMUSG00000029212.11_1_3	5	72140362	72140630	+
Gabrb1	ENSMUSG00000029212.11	ENSMUSG00000029212.11_1_4	5	72141680	72141910	+
Commd8	ENSMUSG00000029213.11	ENSMUSG00000029213.11_1_1	5	72159036	72159534	-
Tec	ENSMUSG00000029217.16	ENSMUSG00000029217.16_1_1	5	72755776	72756086	-
Slc10a4	ENSMUSG00000029219.10	ENSMUSG00000029219.10_1_1	5;5	73012447;73012621	73012620;73012911	+;+
Slc30a9	ENSMUSG00000029221.15	ENSMUSG00000029221.15_1_1	5	67355380	67355767	+
Uchl1	ENSMUSG00000029223.12	ENSMUSG00000029223.12_1_1	5	66686859	66687213	+
Fip1l1	ENSMUSG00000029227.15	ENSMUSG00000029227.15_2_1	5	74595868	74596125	+
Fip1l1	ENSMUSG00000029227.15	ENSMUSG00000029227.15_2_2	5	74598416	74598774	+
Lnx1	ENSMUSG00000029228.15	ENSMUSG00000029228.15_1_1	5	74597105	74597390	-
Chic2	ENSMUSG00000029229.8	ENSMUSG00000029229.8_1_1	5	75006449	75006738	-
Chic2	ENSMUSG00000029229.8	ENSMUSG00000029229.8_1_2	5	75005506	75005719	-
Pdgfra	ENSMUSG00000029231.15	ENSMUSG00000029231.15_2_2	5	75197736	75198187	+
Srd5a3	ENSMUSG00000029233.15	ENSMUSG00000029233.15_1_1	5;5	76154805;76155137	76155136;76155440	+;+
Tmem165	ENSMUSG00000029234.13	ENSMUSG00000029234.13_1_1	5	76208855	76209238	+
Clock	ENSMUSG00000029238.11	ENSMUSG00000029238.11_1_1	5	76212223	76212538	-
Clock	ENSMUSG00000029238.11	ENSMUSG00000029238.11_1_2	5	76209921	76210236	-
Epha5	ENSMUSG00000029245.16	ENSMUSG00000029245.16_1_1	5	84066775	84067216	-
Epha5	ENSMUSG00000029245.16	ENSMUSG00000029245.16_1_2	5	84065536	84065920	-
Epha5	ENSMUSG00000029245.16	ENSMUSG00000029245.16_2_1	5	84055990	84056259	-
Epha5	ENSMUSG00000029245.16	ENSMUSG00000029245.16_2_2	5	84054797	84055120	-
Ppat	ENSMUSG00000029246.14	ENSMUSG00000029246.14_1_3	5	76913388	76913833	-
Paics	ENSMUSG00000029247.17	ENSMUSG00000029247.17_1_1	5	76967089	76967502	+
Rest	ENSMUSG00000029249.15	ENSMUSG00000029249.15_1_4	5	77286052	77286408	+
Polr2b	ENSMUSG00000029250.5	ENSMUSG00000029250.5_1_1	5	77349079	77349317	+
Cenpc1	ENSMUSG00000029253.12	ENSMUSG00000029253.12_1_1	5	86012038	86012309	-
Pigg	ENSMUSG00000029263.15	ENSMUSG00000029263.15_1_2	5	108348984	108349334	+
Dr1	ENSMUSG00000029265.4	ENSMUSG00000029265.4_1_1	5	108280152	108280520	+
Mtf2	ENSMUSG00000029267.17	ENSMUSG00000029267.17_1_1	5	108107213	108107427	+
Mtf2	ENSMUSG00000029267.17	ENSMUSG00000029267.17_1_3	5	108108622	108108985	+
Fam69a	ENSMUSG00000029270.10	ENSMUSG00000029270.10_1_1	5;5	107908997;107909397	107909396;107909712	-;-
Fam69a	ENSMUSG00000029270.10	ENSMUSG00000029270.10_1_2	5	107908208	107908345	-
Glmn	ENSMUSG00000029276.13	ENSMUSG00000029276.13_1_1	5	107549001	107549162	-
Brdt	ENSMUSG00000029279.15	ENSMUSG00000029279.15_2_1	5	107385501	107385783	+
Brdt	ENSMUSG00000029279.15	ENSMUSG00000029279.15_2_2	5	107386011	107386380	+
Brdt	ENSMUSG00000029279.15	ENSMUSG00000029279.15_2_3	5	107386699	107387018	+
Cdc7	ENSMUSG00000029283.17	ENSMUSG00000029283.17_1_2	5	106984091	106984425	+
Tgfbr3	ENSMUSG00000029287.14	ENSMUSG00000029287.14_2_2	5	107106586	107106938	-
Zfp326	ENSMUSG00000029290.12	ENSMUSG00000029290.12_1_1	5;5	105915218;105915475	105915474;105915794	+;+
Rufy3	ENSMUSG00000029291.11	ENSMUSG00000029291.11_1_2	5	88642321	88642665	+
Spp1	ENSMUSG00000029304.14	ENSMUSG00000029304.14_1_1	5	104440635	104441037	+
Dmp1	ENSMUSG00000029307.7	ENSMUSG00000029307.7_1_1	5;5	104213547;104213745	104213744;104214093	+;+
Sparcl1	ENSMUSG00000029309.7	ENSMUSG00000029309.7_1_1	5	104079122	104079506	-
Nudt9	ENSMUSG00000029310.13	ENSMUSG00000029310.13_1_1	5	104064977	104065355	+
Hsd17b11	ENSMUSG00000029311.16	ENSMUSG00000029311.16_2_2	5	103989768	103990137	-
Klhl8	ENSMUSG00000029312.12	ENSMUSG00000029312.12_1_1	5	103862840	103863094	-
Klhl8	ENSMUSG00000029312.12	ENSMUSG00000029312.12_1_2	5	103862101	103862452	-
Aff1	ENSMUSG00000029313.18	ENSMUSG00000029313.18_1_1	5	103854914	103855315	+
Coq2	ENSMUSG00000029319.8	ENSMUSG00000029319.8_1_1	5	100654741	100655116	-
Plac8	ENSMUSG00000029322.12	ENSMUSG00000029322.12_2_1	5	100553771	100553962	-
Enoph1	ENSMUSG00000029326.13	ENSMUSG00000029326.13_1_1	5	100068344	100068745	+
Hnrnpdl	ENSMUSG00000029328.15	ENSMUSG00000029328.15_1_1	5	100036055	100036154	-
Hnrnpdl	ENSMUSG00000029328.15	ENSMUSG00000029328.15_1_2	5	100034758	100034997	-
Hnrnpdl	ENSMUSG00000029328.15	ENSMUSG00000029328.15_1_3	5	100033601	100033924	-
Cds1	ENSMUSG00000029330.8	ENSMUSG00000029330.8_1_1	5	101821765	101821932	+
Cds1	ENSMUSG00000029330.8	ENSMUSG00000029330.8_1_2	5	101823462	101823841	+
Prkg2	ENSMUSG00000029334.14	ENSMUSG00000029334.14_1_1	5	98929811	98930164	-
Crybb1	ENSMUSG00000029343.17	ENSMUSG00000029343.17_1_1	5;5	112269349;112269444	112269443;112269566	+;+
Tpst2	ENSMUSG00000029344.14	ENSMUSG00000029344.14_2_1	5	112314944	112315348	+
Srrd	ENSMUSG00000029346.12	ENSMUSG00000029346.12_1_1	5	112337416	112337729	-
Asphd2	ENSMUSG00000029348.11	ENSMUSG00000029348.11_1_1	5	112385468	112385830	-
Asphd2	ENSMUSG00000029348.11	ENSMUSG00000029348.11_1_2	5	112384429	112384658	-
Tesc	ENSMUSG00000029359.13	ENSMUSG00000029359.13_1_1	5	118061601	118061862	+
